id,session_id,tg_user_id,event_type,event_name,page,metadata,created_at,event_category,event_subtype,element_id,element_type,section,scroll_depth,time_spent,interaction_count,previous_event_id,step_number,completion_rate,error_message,custom_data
765,90,,content,content_view,,,2026-01-25 23:04:20,engagement,,,,,0,27,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
766,90,,content,content_view,,,2026-01-25 23:07:22,engagement,,,,,0,208,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
767,90,,content,content_view,,,2026-01-25 23:08:36,engagement,,,,,0,282,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
768,90,,content,content_view,,,2026-01-25 23:09:54,engagement,,,,,0,360,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
769,91,,visit,source_visit,,,2026-01-25 23:11:46,acquisition,,,,,,,,,,,,"{""source"": ""telegram_miniapp"", ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4"", ""utm_source"": null, ""utm_medium"": null, ""utm_campaign"": null, ""utm_term"": null, ""utm_content"": null, ""referrer"": ""https://spacegrow.vercel.app/""}"
770,91,,app,miniapp_open,,,2026-01-25 23:11:47,engagement,,,,,,,,,,,,"{""device"": ""mobile"", ""page_id"": ""main"", ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
771,91,,content,content_view,,,2026-01-25 23:11:47,engagement,,,,Main Page,0,0,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
772,91,,content,personal_path_view,,,2026-01-25 23:11:47,engagement,,,,,,0,,,,,,"{""open_time"": 1769382707288, ""duration"": 0, ""downloaded"": false, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
773,91,,content,content_view,,,2026-01-25 23:12:10,engagement,,,,,0,23,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
774,92,,visit,source_visit,,,2026-01-25 23:12:11,acquisition,,,,,,,,,,,,"{""source"": ""telegram_miniapp"", ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4"", ""utm_source"": null, ""utm_medium"": null, ""utm_campaign"": null, ""utm_term"": null, ""utm_content"": null, ""referrer"": """"}"
775,92,,app,miniapp_open,,,2026-01-25 23:12:11,engagement,,,,,,,,,,,,"{""device"": ""desktop"", ""page_id"": ""main"", ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
776,92,,content,content_view,,,2026-01-25 23:12:12,engagement,,,,Main Page,0,0,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
777,92,,content,content_view,,,2026-01-25 23:12:26,engagement,,,,,0,14,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
778,91,,content,content_view,,,2026-01-25 23:13:16,engagement,,,,,0,89,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
779,92,,content,content_view,,,2026-01-25 23:13:41,engagement,,,,,0,89,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
780,91,,content,content_view,,,2026-01-25 23:13:53,engagement,,,,,0,126,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
781,91,,content,content_view,,,2026-01-25 23:15:20,engagement,,,,,0,212,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
782,92,,content,content_view,,,2026-01-25 23:27:23,engagement,,,,,0,910,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
783,92,,content,content_view,,,2026-01-25 23:35:07,engagement,,,,,0,1374,,,,,,"{""content_type"": ""page"", ""content_id"": ""main"", ""content_title"": null, ""cookie_id"": ""e7d184d1-a0a9-4a03-8d7c-585ad7d0cab4""}"
